identificador,codigo,vereda_codigo,numero_subterraneos,codigo_anterior,tipo_predio,derecho,tipo_documento,matricula,acto_registral,ente_emisor,numero_fuente,propietario,tipo_de_documento_de_identificacion,numero_documento,estado_folio,telefono,grupo_etnico,estado_civil,fecha
784,683070000000000080400000000000,68307000000000008,0,68307000000080400000,RURAL,DOMINIO,ESCRITURA,300-16084,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,1233,Amaya Clemente,CC,745035599,ABIERTO,3159632442,NINGUNO,UNION LIBRE 2 AÑOS,07/07/2002
785,683070000000000080330000000000,68307000000000008,0,68307000000080330000,RURAL,DOMINIO,ESCRITURA,300-16085,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,375,Cándido Fajardo Cases,CC,445129177,ABIERTO,3114509490,NINGUNO,UNION LIBRE 2 AÑOS,10/03/2017
786,683070000000000080331000000000,68307000000000008,0,68307000000080331000,RURAL,DOMINIO,ESCRITURA,300-16086,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,4207,Camila Estevez,CC,976230847,ABIERTO,3157362638,NINGUNO,UNION LIBRE 2 AÑOS,11/03/1979
787,683070000000000080334000000000,68307000000000008,0,68307000000080334000,RURAL,DOMINIO,ESCRITURA,300-16087,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6658,Celestina Jiménez Collado,CC,38962578,ABIERTO,3104855924,NINGUNO,UNION LIBRE 2 AÑOS,22/07/2013
788,683070000000000080062000000000,68307000000000008,0,68307000000080062000,RURAL,DOMINIO,ESCRITURA,300-16088,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5645,Álvaro Jose Arcos Jáuregui,CC,13238979,ABIERTO,3155145509,NINGUNO,UNION LIBRE 2 AÑOS,02/01/2013
789,683070000000000210031000000000,68307000000000021,0,68307000000210031000,RURAL,DOMINIO,ESCRITURA,300-16089,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,1244,Rafael Matas Diego,CC,14686370,ABIERTO,3162074080,NINGUNO,UNION LIBRE 2 AÑOS,03/07/2019
790,683070000000000210034000000000,68307000000000021,0,68307000000210034000,RURAL,DOMINIO,ESCRITURA,300-16090,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,4228,Belen Soler Parejo,CC,981117232,ABIERTO,3123725931,NINGUNO,UNION LIBRE 2 AÑOS,10/12/1983
791,683070000000000210028000000000,68307000000000021,0,68307000000210028000,RURAL,DOMINIO,ESCRITURA,300-16091,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,3481,Bartolomé Valderrama,CC,971764557,ABIERTO,3128439179,NINGUNO,UNION LIBRE 2 AÑOS,02/03/1974
792,683070000000000210137000000000,68307000000000021,0,68307000000210137000,RURAL,DOMINIO,ESCRITURA,300-16092,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5331,Azucena Ureña Abad,CC,54471712,ABIERTO,3117960276,NINGUNO,UNION LIBRE 2 AÑOS,05/12/2001
793,683070000000000210130000000000,68307000000000021,0,68307000000210130000,RURAL,DOMINIO,ESCRITURA,300-16093,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,771,Hermenegildo Jordán Barroso,CC,213685329,ABIERTO,3164979642,NINGUNO,UNION LIBRE 2 AÑOS,11/01/1964
794,683070000000000210063000000000,68307000000000021,0,68307000000210063000,RURAL,DOMINIO,ESCRITURA,300-16094,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5509,Graciano Soria Oliva,CC,462711156,ABIERTO,3137600397,NINGUNO,UNION LIBRE 2 AÑOS,03/02/1965
795,683070000000000210122000000000,68307000000000021,0,68307000000210122000,RURAL,DOMINIO,ESCRITURA,300-16095,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2492,Genoveva Palomar Sureda,CC,432173978,ABIERTO,3178311698,NINGUNO,UNION LIBRE 2 AÑOS,20/06/1985
796,683070000000000210022000000000,68307000000000021,0,68307000000210022000,RURAL,DOMINIO,ESCRITURA,300-16096,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5346,Ale Cabrera-Barros,CC,915837921,ABIERTO,3168743961,NINGUNO,UNION LIBRE 2 AÑOS,27/02/1956
797,683070000000000210120000000000,68307000000000021,0,68307000000210120000,RURAL,DOMINIO,ESCRITURA,300-16097,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2978,Balduino Ruano Salgado,CC,841671027,ABIERTO,3110619847,NINGUNO,UNION LIBRE 2 AÑOS,12/06/1952
798,683070000000000210214000000000,68307000000000021,0,68307000000210214000,RURAL,DOMINIO,ESCRITURA,300-16098,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6602,Ruth Guerra Sanjuan,CC,121055399,ABIERTO,3101410903,NINGUNO,UNION LIBRE 2 AÑOS,05/09/1985
799,683070000000000130110000000000,68307000000000013,0,68307000000130110000,RURAL,DOMINIO,ESCRITURA,300-16099,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,179,Leocadio de Riera,CC,353079055,ABIERTO,3128780238,NINGUNO,UNION LIBRE 2 AÑOS,03/07/2008
800,683070000000000110037000000000,68307000000000011,0,68307000000110037000,RURAL,DOMINIO,ESCRITURA,300-16100,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6996,Albino de Bravo,CC,138799345,ABIERTO,3121950631,NINGUNO,UNION LIBRE 2 AÑOS,11/04/1996
801,683070000000000110056000000000,68307000000000011,0,68307000000110056000,RURAL,DOMINIO,ESCRITURA,300-16101,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6679,Calisto Cañas Trujillo,CC,903521482,ABIERTO,3129759662,NINGUNO,UNION LIBRE 2 AÑOS,02/07/2015
802,683070000000000110038000000000,68307000000000011,0,68307000000110038000,RURAL,DOMINIO,ESCRITURA,300-16102,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,1386,Perla Bustamante Tamayo,CC,684693028,ABIERTO,3109335398,NINGUNO,UNION LIBRE 2 AÑOS,22/11/2019
803,683070000000000110080000000000,68307000000000011,0,68307000000110080000,RURAL,DOMINIO,ESCRITURA,300-16103,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,3638,Encarnación Agullo Olmedo,CC,782401231,ABIERTO,3156614981,NINGUNO,UNION LIBRE 2 AÑOS,03/01/2004
804,683070000000000110029000000000,68307000000000011,0,68307000000110029000,RURAL,DOMINIO,ESCRITURA,300-16104,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5055,Virgilio del Miralles,CC,432589990,ABIERTO,3170877422,NINGUNO,UNION LIBRE 2 AÑOS,28/03/1960
805,683070000000000110126000000000,68307000000000011,0,68307000000110126000,RURAL,DOMINIO,ESCRITURA,300-16105,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2276,Eustaquio Olivares Prat,CC,443861577,ABIERTO,3166431067,NINGUNO,UNION LIBRE 2 AÑOS,06/10/2008
806,683070000000000110127000000000,68307000000000011,0,68307000000110127000,RURAL,DOMINIO,ESCRITURA,300-16106,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5213,Gabriel Santana,CC,583656717,ABIERTO,3187078220,NINGUNO,UNION LIBRE 2 AÑOS,26/08/2003
807,683070000000000110031000000000,68307000000000011,0,68307000000110031000,RURAL,DOMINIO,ESCRITURA,300-16107,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2006,Esteban Sandoval-Viña,CC,912416043,ABIERTO,3168733470,NINGUNO,UNION LIBRE 2 AÑOS,03/03/2002
808,683070000000000110033000000000,68307000000000011,0,68307000000110033000,RURAL,DOMINIO,ESCRITURA,300-16108,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,3892,Jesús Pedro,CC,276421935,ABIERTO,3147345559,NINGUNO,UNION LIBRE 2 AÑOS,18/11/1973
809,683070000000000110006000000000,68307000000000011,0,68307000000110006000,RURAL,DOMINIO,ESCRITURA,300-16109,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5679,Régulo Rosendo Echeverría Gallego,CC,519363162,ABIERTO,3147464912,NINGUNO,UNION LIBRE 2 AÑOS,08/08/1991
810,683070000000000110007000000000,68307000000000011,0,68307000000110007000,RURAL,DOMINIO,ESCRITURA,300-16110,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5223,Berta Pacheco Diaz,CC,631374077,ABIERTO,3116510976,NINGUNO,UNION LIBRE 2 AÑOS,24/03/1961
811,683070000000000110008000000000,68307000000000011,0,68307000000110008000,RURAL,DOMINIO,ESCRITURA,300-16111,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,7537,Adrián Izquierdo,CC,67985613,ABIERTO,3124166676,NINGUNO,UNION LIBRE 2 AÑOS,05/10/1985
812,683070000000000110009000000000,68307000000000011,0,68307000000110009000,RURAL,DOMINIO,ESCRITURA,300-16112,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,1686,Mayte Clemente Mur,CC,107574517,ABIERTO,3153672646,NINGUNO,UNION LIBRE 2 AÑOS,26/12/2003
813,683070000000000110010000000000,68307000000000011,0,68307000000110010000,RURAL,DOMINIO,ESCRITURA,300-16113,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,929,Fernanda de Palmer,CC,17734998,ABIERTO,3156096107,NINGUNO,UNION LIBRE 2 AÑOS,21/01/1985
814,683070000000000110011000000000,68307000000000011,0,68307000000110011000,RURAL,DOMINIO,ESCRITURA,300-16114,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,7679,Cesar Galiano Barón,CC,511205091,ABIERTO,3169113788,NINGUNO,UNION LIBRE 2 AÑOS,27/03/1962
815,683070000000000110013000000000,68307000000000011,0,68307000000110013000,RURAL,DOMINIO,ESCRITURA,300-16115,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6800,Heliodoro Miranda,CC,697406503,ABIERTO,3113851403,NINGUNO,UNION LIBRE 2 AÑOS,10/10/1972
816,683070000000000110014000000000,68307000000000011,0,68307000000110014000,RURAL,DOMINIO,ESCRITURA,300-16116,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6414,Úrsula Falcón Campos,CC,52907701,ABIERTO,3137999276,NINGUNO,UNION LIBRE 2 AÑOS,02/05/1993
817,683070000000000110151000000000,68307000000000011,0,68307000000110151000,RURAL,DOMINIO,ESCRITURA,300-16117,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,774,Rodrigo Mohamed Sacristán Rojas,CC,365275076,ABIERTO,3176785398,NINGUNO,UNION LIBRE 2 AÑOS,18/01/2020
818,683070000000000110152000000000,68307000000000011,0,68307000000110152000,RURAL,DOMINIO,ESCRITURA,300-16118,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,446,Soledad Huerta-Requena,CC,532121656,ABIERTO,3168455163,NINGUNO,UNION LIBRE 2 AÑOS,07/02/2017
819,683070000000000110153000000000,68307000000000011,0,68307000000110153000,RURAL,DOMINIO,ESCRITURA,300-16119,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,880,Ágata Farré,CC,937152870,ABIERTO,3159679606,NINGUNO,UNION LIBRE 2 AÑOS,22/10/1964
820,683070000000000110154000000000,68307000000000011,0,68307000000110154000,RURAL,DOMINIO,ESCRITURA,300-16120,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6343,Feliciana Pinilla-Aguilar,CC,960512017,ABIERTO,3152986149,NINGUNO,UNION LIBRE 2 AÑOS,01/05/2005
821,683070000000000110155000000000,68307000000000011,0,68307000000110155000,RURAL,DOMINIO,ESCRITURA,300-16121,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6746,Eleuterio Barco Rocamora,CC,464133301,ABIERTO,3166168215,NINGUNO,UNION LIBRE 2 AÑOS,25/07/2000
822,683070000000000110156000000000,68307000000000011,0,68307000000110156000,RURAL,DOMINIO,ESCRITURA,300-16122,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,4735,Inocencio Borrego Ríos,CC,978336259,ABIERTO,3153800356,NINGUNO,UNION LIBRE 2 AÑOS,22/11/1984
823,683070000000000110157000000000,68307000000000011,0,68307000000110157000,RURAL,DOMINIO,ESCRITURA,300-16123,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,4609,Vera Padilla,CC,693283657,ABIERTO,3161947984,NINGUNO,UNION LIBRE 2 AÑOS,03/07/2003
824,683070000000000110158000000000,68307000000000011,0,68307000000110158000,RURAL,DOMINIO,ESCRITURA,300-16124,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6667,Maximiliano Hernandez Ripoll,CC,353240006,ABIERTO,3178397511,NINGUNO,UNION LIBRE 2 AÑOS,08/04/2021
825,683070000000000110016000000000,68307000000000011,0,68307000000110016000,RURAL,DOMINIO,ESCRITURA,300-16125,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,3020,Estela Garcés Carvajal,CC,401568161,ABIERTO,3119406335,NINGUNO,UNION LIBRE 2 AÑOS,15/08/1969
826,683070000000000110015000000000,68307000000000011,0,68307000000110015000,RURAL,DOMINIO,ESCRITURA,300-16126,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,1026,Jacobo Jose Angel Perez Gascón,CC,880447796,ABIERTO,3152222388,NINGUNO,UNION LIBRE 2 AÑOS,12/06/1952
827,683070000000000110148000000000,68307000000000011,0,68307000000110148000,RURAL,DOMINIO,ESCRITURA,300-16127,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5160,Horacio de Velázquez,CC,90259388,ABIERTO,3160081049,NINGUNO,UNION LIBRE 2 AÑOS,21/09/1983
828,683070000000000110020000000000,68307000000000011,0,68307000000110020000,RURAL,DOMINIO,ESCRITURA,300-16128,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,204,Silvia Diez Ortiz,CC,833657071,ABIERTO,3156585555,NINGUNO,UNION LIBRE 2 AÑOS,05/04/1982
829,683070000000000110019000000000,68307000000000011,0,68307000000110019000,RURAL,DOMINIO,ESCRITURA,300-16129,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,3692,Valeria Acedo Otero,CC,389254436,ABIERTO,3142077624,NINGUNO,UNION LIBRE 2 AÑOS,17/04/1955
830,683070000000000110017000000000,68307000000000011,0,68307000000110017000,RURAL,DOMINIO,ESCRITURA,300-16130,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,7609,Iván del Atienza,CC,275298049,ABIERTO,3100772107,NINGUNO,UNION LIBRE 2 AÑOS,09/09/1993
831,683070000000000110149000000000,68307000000000011,0,68307000000110149000,RURAL,DOMINIO,ESCRITURA,300-16131,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2556,Albano Cerezo Almazán,CC,554242204,ABIERTO,3151940713,NINGUNO,UNION LIBRE 2 AÑOS,21/01/1990
832,683070000000000110150000000000,68307000000000011,0,68307000000110150000,RURAL,DOMINIO,ESCRITURA,300-16132,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2314,Evita Pera,CC,834300904,ABIERTO,3119753363,NINGUNO,UNION LIBRE 2 AÑOS,28/09/1980
833,683070000000000110012000000000,68307000000000011,0,68307000000110012000,RURAL,DOMINIO,ESCRITURA,300-16133,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6192,Macario Seguí Morante,CC,844929690,ABIERTO,3114285186,NINGUNO,UNION LIBRE 2 AÑOS,23/02/2006
834,683070000000000110042000000000,68307000000000011,0,68307000000110042000,RURAL,DOMINIO,ESCRITURA,300-16134,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2680,Aureliano Mascaró-Soria,CC,467777696,ABIERTO,3146364090,NINGUNO,UNION LIBRE 2 AÑOS,26/01/2017
835,683070000000000110040000000000,68307000000000011,0,68307000000110040000,RURAL,DOMINIO,ESCRITURA,300-16135,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,4108,Rafa Galiano Sastre,CC,326449809,ABIERTO,3174476698,NINGUNO,UNION LIBRE 2 AÑOS,02/03/1994
836,683070000000000110044000000000,68307000000000011,0,68307000000110044000,RURAL,DOMINIO,ESCRITURA,300-16136,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6247,Ani Rosado Diez,CC,108917934,ABIERTO,3133122629,NINGUNO,UNION LIBRE 2 AÑOS,14/09/1968
837,683070000000000110045000000000,68307000000000011,0,68307000000110045000,RURAL,DOMINIO,ESCRITURA,300-16137,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,4128,Melchor Zaragoza Valderrama,CC,566092002,ABIERTO,3180536139,NINGUNO,UNION LIBRE 2 AÑOS,21/07/2015
838,683070000000000110050000000000,68307000000000011,0,68307000000110050000,RURAL,DOMINIO,ESCRITURA,300-16138,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2609,Jose Antonio del Manuel,CC,830153395,ABIERTO,3147476354,NINGUNO,UNION LIBRE 2 AÑOS,25/02/1972
839,683070000000000130061000000000,68307000000000013,0,68307000000130061000,RURAL,DOMINIO,ESCRITURA,300-16139,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,4804,Jenaro Cristóbal Quintero Villena,CC,723177412,ABIERTO,3104636364,NINGUNO,UNION LIBRE 2 AÑOS,27/06/1971
840,683070000000000130114000000000,68307000000000013,0,68307000000130114000,RURAL,DOMINIO,ESCRITURA,300-16140,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2230,Carina Checa Sanmartín,CC,94117312,ABIERTO,3191463564,NINGUNO,UNION LIBRE 2 AÑOS,19/02/1991
841,683070000000000110039000000000,68307000000000011,0,68307000000110039000,RURAL,DOMINIO,ESCRITURA,300-16141,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2735,Tania Beltran Gelabert,CC,555205464,ABIERTO,3134313866,NINGUNO,UNION LIBRE 2 AÑOS,28/01/2018
842,683070000000000110117000000000,68307000000000011,0,68307000000110117000,RURAL,DOMINIO,ESCRITURA,300-16142,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,1358,Aránzazu Cid,CC,287721371,ABIERTO,3164926786,NINGUNO,UNION LIBRE 2 AÑOS,18/03/1951
843,683070000000000110098000000000,68307000000000011,0,68307000000110098000,RURAL,DOMINIO,ESCRITURA,300-16143,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5810,David Galan-Correa,CC,529783478,ABIERTO,3136217745,NINGUNO,UNION LIBRE 2 AÑOS,11/11/1961
844,683070000000000110107000000000,68307000000000011,0,68307000000110107000,RURAL,DOMINIO,ESCRITURA,300-16144,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6467,Samuel Cid-Heras,CC,222278230,ABIERTO,3184507454,NINGUNO,UNION LIBRE 2 AÑOS,26/07/2014
845,683070000000000110102000000000,68307000000000011,0,68307000000110102000,RURAL,DOMINIO,ESCRITURA,300-16145,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,411,Venceslás Valverde Macias,CC,681542816,ABIERTO,3114221484,NINGUNO,UNION LIBRE 2 AÑOS,15/02/1979
846,683070000000000110101000000000,68307000000000011,0,68307000000110101000,RURAL,DOMINIO,ESCRITURA,300-16146,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5685,Roque Bauzà-Polo,CC,198122076,ABIERTO,3185108174,NINGUNO,UNION LIBRE 2 AÑOS,02/06/2018
847,683070000000000110129000000000,68307000000000011,0,68307000000110129000,RURAL,DOMINIO,ESCRITURA,300-16147,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,1386,Jacinta Escalona Izaguirre,CC,16386651,ABIERTO,3148812520,NINGUNO,UNION LIBRE 2 AÑOS,14/02/1987
848,683070000000000110161000000000,68307000000000011,0,68307000000110161000,RURAL,DOMINIO,ESCRITURA,300-16148,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,666,Glauco Julio César Gámez Aguiló,CC,377954444,ABIERTO,3134997771,NINGUNO,UNION LIBRE 2 AÑOS,19/12/1986
849,683070000000000110104000000000,68307000000000011,0,68307000000110104000,RURAL,DOMINIO,ESCRITURA,300-16149,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,7014,Begoña Patiño Fonseca,CC,738276353,ABIERTO,3191987846,NINGUNO,UNION LIBRE 2 AÑOS,13/10/1950
850,683070000000000110103000000000,68307000000000011,0,68307000000110103000,RURAL,DOMINIO,ESCRITURA,300-16150,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2768,Lisandro Molins,CC,60776238,ABIERTO,3151184277,NINGUNO,UNION LIBRE 2 AÑOS,26/11/1960
851,683070000000000110169000000000,68307000000000011,0,68307000000110169000,RURAL,DOMINIO,ESCRITURA,300-16151,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2545,Felicia Requena Pereira,CC,599121991,ABIERTO,3107008556,NINGUNO,UNION LIBRE 2 AÑOS,11/03/2015
852,683070000000000110133000000000,68307000000000011,0,68307000000110133000,RURAL,DOMINIO,ESCRITURA,300-16152,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,7346,Nacio Fuertes Caparrós,CC,107317954,ABIERTO,3117260548,NINGUNO,UNION LIBRE 2 AÑOS,06/09/1989
853,683070000000000110132000000000,68307000000000011,0,68307000000110132000,RURAL,DOMINIO,ESCRITURA,300-16153,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,3535,Apolinar Mendez Sala,CC,34841406,ABIERTO,3179540788,NINGUNO,UNION LIBRE 2 AÑOS,22/04/1997
854,683070000000000110130000000000,68307000000000011,0,68307000000110130000,RURAL,DOMINIO,ESCRITURA,300-16154,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5524,Morena Juárez-Nevado,CC,791570345,ABIERTO,3170978868,NINGUNO,UNION LIBRE 2 AÑOS,09/03/2012
855,683070000000000110131000000000,68307000000000011,0,68307000000110131000,RURAL,DOMINIO,ESCRITURA,300-16155,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2606,Ofelia Gras Lillo,CC,144517513,ABIERTO,3152484364,NINGUNO,UNION LIBRE 2 AÑOS,15/03/1968
856,683070000000000130075000000000,68307000000000013,0,68307000000130075000,RURAL,DOMINIO,ESCRITURA,300-16156,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,856,Estrella Sureda Manzanares,CC,350736393,ABIERTO,3179230924,NINGUNO,UNION LIBRE 2 AÑOS,11/06/2021
857,683070000000000130074000000000,68307000000000013,0,68307000000130074000,RURAL,DOMINIO,ESCRITURA,300-16157,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,7350,Pía Campos-Soria,CC,392916081,ABIERTO,3182414793,NINGUNO,UNION LIBRE 2 AÑOS,12/02/1978
858,683070000000000130073000000000,68307000000000013,0,68307000000130073000,RURAL,DOMINIO,ESCRITURA,300-16158,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,7379,Aránzazu Ledesma Mascaró,CC,886983969,ABIERTO,3180791943,NINGUNO,UNION LIBRE 2 AÑOS,28/10/1980
859,683070000000000130072000000000,68307000000000013,0,68307000000130072000,RURAL,DOMINIO,ESCRITURA,300-16159,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,7227,Andrea de Riera,CC,507547944,ABIERTO,3148133147,NINGUNO,UNION LIBRE 2 AÑOS,16/02/1999
860,683070000000000130087000000000,68307000000000013,0,68307000000130087000,RURAL,DOMINIO,ESCRITURA,300-16160,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2118,Bruno de Jáuregui,CC,810822723,ABIERTO,3158592965,NINGUNO,UNION LIBRE 2 AÑOS,15/08/1978
861,683070000000000130084000000000,68307000000000013,0,68307000000130084000,RURAL,DOMINIO,ESCRITURA,300-16161,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,1592,Fulgencio Pastor Lasa,CC,418866576,ABIERTO,3178336464,NINGUNO,UNION LIBRE 2 AÑOS,10/06/1982
862,683070000000000130011000000000,68307000000000013,0,68307000000130011000,RURAL,DOMINIO,ESCRITURA,300-16162,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2500,Onofre Mena Amaya,CC,880497967,ABIERTO,3124071746,NINGUNO,UNION LIBRE 2 AÑOS,02/02/1994
863,683070000000000130097000000000,68307000000000013,0,68307000000130097000,RURAL,DOMINIO,ESCRITURA,300-16163,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,1565,Clímaco Salazar Mendizábal,CC,279312520,ABIERTO,3170696118,NINGUNO,UNION LIBRE 2 AÑOS,12/05/1963
864,683070000000000130042000000000,68307000000000013,0,68307000000130042000,RURAL,DOMINIO,ESCRITURA,300-16164,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,3935,Albino Criado Ródenas,CC,997742588,ABIERTO,3177550951,NINGUNO,UNION LIBRE 2 AÑOS,19/11/1974
865,683070000000000130045000000000,68307000000000013,0,68307000000130045000,RURAL,DOMINIO,ESCRITURA,300-16165,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,1036,Óscar Ávila Batlle,CC,170868083,ABIERTO,3127997397,NINGUNO,UNION LIBRE 2 AÑOS,05/08/1986
866,683070000000000130048000000000,68307000000000013,0,68307000000130048000,RURAL,DOMINIO,ESCRITURA,300-16166,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,5065,Hilario Flores Bermudez,CC,437645900,ABIERTO,3132379068,NINGUNO,UNION LIBRE 2 AÑOS,18/08/1990
867,683070000000000130098000000000,68307000000000013,0,68307000000130098000,RURAL,DOMINIO,ESCRITURA,300-16167,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,7677,Onofre Conesa Sierra,CC,567920725,ABIERTO,3103436265,NINGUNO,UNION LIBRE 2 AÑOS,15/11/2018
868,683070000000000130102000000000,68307000000000013,0,68307000000130102000,RURAL,DOMINIO,ESCRITURA,300-16168,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6856,Alicia Maristela Valderrama Molina,CC,52803723,ABIERTO,3114385104,NINGUNO,UNION LIBRE 2 AÑOS,14/08/1992
869,683070000000000130026000000000,68307000000000013,0,68307000000130026000,RURAL,DOMINIO,ESCRITURA,300-16169,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,2783,Alberto del Valverde,CC,377987033,ABIERTO,3108581048,NINGUNO,UNION LIBRE 2 AÑOS,26/06/1962
870,683070000000000130078000000000,68307000000000013,0,68307000000130078000,RURAL,DOMINIO,ESCRITURA,300-16170,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,7455,Salomón Pinedo Villalobos,CC,134194694,ABIERTO,3168443083,NINGUNO,UNION LIBRE 2 AÑOS,16/03/1955
871,683070000000000130079000000000,68307000000000013,0,68307000000130079000,RURAL,DOMINIO,ESCRITURA,300-16171,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,926,Iker Cristóbal Arribas Bueno,CC,172081941,ABIERTO,3182437995,NINGUNO,UNION LIBRE 2 AÑOS,01/08/1995
872,683070000000000130080000000000,68307000000000013,0,68307000000130080000,RURAL,DOMINIO,ESCRITURA,300-16172,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,3710,Encarnita Aranda Arnal,CC,754769325,ABIERTO,3176887893,NINGUNO,UNION LIBRE 2 AÑOS,03/04/1999
873,683070000000000130024000000000,68307000000000013,0,68307000000130024000,RURAL,DOMINIO,ESCRITURA,300-16173,COMPRAVENTA,NOTARIA 1 DE FLORIDABLANCA,6085,Emigdio Ayala Exposito,CC,615539051,ABIERTO,3178514377,NINGUNO,UNION LIBRE 2 AÑOS,25/04/1984
